oa_code,All people aged 16 to 74 in employment,All people: Part-time: 15 hours or less,All people: Part-time: 16 to 30 hours,All people: Full-time: 31 to 48 hours,All people: Full-time: 49 hours or more,All males aged 16 to 74 in employment,All males: Part-time: 15 hours or less,All males: Part-time: 16 to 30 hours,All males: Full-time: 31 to 48 hours,All males: Full-time: 49 hours or more,All females aged 16 to 74 in employment,All females: Part-time: 15 hours or less,All females: Part-time: 16 to 30 hours,All females: Full-time: 31 to 48 hours,All females: Full-time: 49 hours or more
S00119526,57,4,11,35,7,31,-,-,25,6,26,4,11,10,1
S00119527,24,1,4,16,3,14,1,1,9,3,10,-,3,7,-
S00119528,61,4,16,32,9,34,1,3,21,9,27,3,13,11,-
S00119529,89,3,19,60,7,46,-,5,37,4,43,3,14,23,3
S00119530,60,7,13,31,9,28,-,1,19,8,32,7,12,12,1
S00119531,62,4,14,28,16,35,-,2,22,11,27,4,12,6,5
S00119532,20,1,1,11,7,11,-,-,7,4,9,1,1,4,3
S00119533,66,5,17,35,9,39,2,6,22,9,27,3,11,13,-
S00119534,53,-,19,30,4,24,-,3,18,3,29,-,16,12,1
S00119535,43,-,11,25,7,23,-,4,14,5,20,-,7,11,2
S00119536,53,2,13,30,8,33,-,3,23,7,20,2,10,7,1
S00119537,33,2,9,19,3,17,1,2,12,2,16,1,7,7,1
S00119538,63,3,15,36,9,33,1,4,20,8,30,2,11,16,1
S00119539,59,4,13,36,6,33,2,1,27,3,26,2,12,9,3
S00119540,50,3,8,33,6,27,1,1,19,6,23,2,7,14,-
S00119541,88,14,13,52,9,45,2,4,31,8,43,12,9,21,1
S00119542,46,4,9,31,2,24,2,1,19,2,22,2,8,12,-
S00119543,48,3,10,29,6,24,1,2,16,5,24,2,8,13,1
S00119544,64,2,13,47,2,33,1,4,27,1,31,1,9,20,1
S00119545,39,-,9,25,5,21,-,2,16,3,18,-,7,9,2
S00119546,39,3,5,30,1,24,-,1,22,1,15,3,4,8,-
S00119547,45,2,1,34,8,21,-,-,14,7,24,2,1,20,1
S00119548,71,6,16,40,9,42,3,4,27,8,29,3,12,13,1
S00119549,42,4,10,26,2,25,1,2,20,2,17,3,8,6,-
S00119550,25,2,7,15,1,10,-,2,8,-,15,2,5,7,1
S00119551,26,1,5,16,4,14,-,1,9,4,12,1,4,7,-
S00119552,82,8,13,47,14,41,1,1,28,11,41,7,12,19,3
S00119553,65,1,22,33,9,28,-,3,17,8,37,1,19,16,1
S00119554,42,4,8,21,9,25,1,1,16,7,17,3,7,5,2
S00119555,128,12,26,76,14,65,-,6,45,14,63,12,20,31,-
S00119556,64,2,13,39,10,36,-,1,25,10,28,2,12,14,-
S00119557,100,11,15,54,20,52,1,5,31,15,48,10,10,23,5
S00119558,54,2,9,36,7,27,-,-,20,7,27,2,9,16,-
S00119559,34,5,7,17,5,18,1,1,11,5,16,4,6,6,-
S00119560,64,4,17,35,8,33,1,3,21,8,31,3,14,14,-
S00119561,33,1,6,22,4,19,-,2,13,4,14,1,4,9,-
S00119562,31,2,3,16,10,15,-,-,9,6,16,2,3,7,4
S00119563,58,3,11,32,12,26,1,1,15,9,32,2,10,17,3
S00119564,54,8,12,21,13,27,1,4,10,12,27,7,8,11,1
S00119565,79,3,14,42,20,45,1,1,25,18,34,2,13,17,2
S00119566,45,2,14,22,7,23,1,3,14,5,22,1,11,8,2
S00119567,60,6,10,34,10,34,1,4,20,9,26,5,6,14,1
S00119568,36,1,7,22,6,17,-,2,10,5,19,1,5,12,1
S00119569,47,4,14,25,4,18,-,1,14,3,29,4,13,11,1
S00119570,52,3,18,23,8,23,-,2,14,7,29,3,16,9,1
S00119571,28,-,5,18,5,13,-,2,6,5,15,-,3,12,-
S00119572,72,3,18,44,7,33,-,1,27,5,39,3,17,17,2
S00119573,22,2,4,15,1,9,-,1,8,-,13,2,3,7,1
S00119574,63,3,17,33,10,37,1,3,24,9,26,2,14,9,1
S00119575,71,4,22,34,11,39,1,4,25,9,32,3,18,9,2
S00119576,75,5,18,46,6,35,2,1,28,4,40,3,17,18,2
S00119577,23,1,5,15,2,12,-,1,10,1,11,1,4,5,1
S00119578,55,3,13,30,9,29,-,4,17,8,26,3,9,13,1
S00119579,46,5,12,24,5,26,1,3,18,4,20,4,9,6,1
S00119580,55,7,10,31,7,31,1,1,22,7,24,6,9,9,-
S00119581,87,10,15,46,16,45,2,1,26,16,42,8,14,20,-
S00119582,70,7,9,45,9,38,2,1,26,9,32,5,8,19,-
S00119583,38,6,8,21,3,20,-,2,15,3,18,6,6,6,-
S00119584,71,13,11,36,11,32,1,2,20,9,39,12,9,16,2
S00119585,22,1,3,18,-,13,1,-,12,-,9,-,3,6,-
S00119586,87,7,18,51,11,44,4,2,29,9,43,3,16,22,2
S00119587,61,6,11,37,7,38,1,3,27,7,23,5,8,10,-
S00119588,41,5,5,28,3,22,2,1,16,3,19,3,4,12,-
S00119589,30,2,6,19,3,13,-,1,9,3,17,2,5,10,-
S00119590,39,3,20,14,2,13,1,2,8,2,26,2,18,6,-
S00119591,32,6,11,12,3,15,2,3,8,2,17,4,8,4,1
S00119592,80,7,17,43,13,44,-,7,26,11,36,7,10,17,2
S00119593,50,6,10,28,6,26,1,3,17,5,24,5,7,11,1
S00119594,42,4,10,25,3,18,-,1,14,3,24,4,9,11,-
S00119595,86,10,12,52,12,43,2,-,32,9,43,8,12,20,3
S00119596,92,5,21,54,12,50,1,4,34,11,42,4,17,20,1
S00119597,76,6,11,42,17,38,2,1,23,12,38,4,10,19,5
S00119598,70,5,14,36,15,35,1,3,19,12,35,4,11,17,3
S00119599,65,11,10,32,12,33,5,2,16,10,32,6,8,16,2
S00119600,107,13,21,43,30,54,3,6,21,24,53,10,15,22,6
S00119601,24,-,8,11,5,14,-,3,7,4,10,-,5,4,1
S00119602,33,3,9,13,8,19,-,1,11,7,14,3,8,2,1
S00119603,39,4,9,25,1,23,1,5,16,1,16,3,4,9,-
S00119604,67,4,14,41,8,35,-,2,26,7,32,4,12,15,1
S00119605,26,1,6,14,5,14,-,-,9,5,12,1,6,5,-
S00119606,65,6,14,34,11,35,2,4,20,9,30,4,10,14,2
S00119607,57,5,13,30,9,30,2,-,19,9,27,3,13,11,-
S00119608,53,6,10,28,9,26,1,2,14,9,27,5,8,14,-
S00119609,121,13,20,69,19,56,1,3,37,15,65,12,17,32,4
S00119610,36,2,12,19,3,20,2,4,11,3,16,-,8,8,-
S00119611,81,4,17,55,5,38,1,4,30,3,43,3,13,25,2
S00119612,80,3,18,49,10,41,1,2,29,9,39,2,16,20,1
S00119613,64,3,8,51,2,34,1,2,29,2,30,2,6,22,-
S00119614,104,6,23,65,10,51,-,3,39,9,53,6,20,26,1
S00119615,91,1,15,64,11,45,-,2,34,9,46,1,13,30,2
S00119616,26,3,9,10,4,12,-,1,7,4,14,3,8,3,-
S00119617,44,1,10,26,7,25,-,5,14,6,19,1,5,12,1
S00119618,70,10,12,37,11,36,3,2,23,8,34,7,10,14,3
S00119619,60,6,13,33,8,30,-,2,20,8,30,6,11,13,-
S00119620,35,2,5,21,7,16,1,2,11,2,19,1,3,10,5
S00119621,71,5,15,37,14,37,-,4,22,11,34,5,11,15,3
S00119622,60,3,12,37,8,31,1,2,23,5,29,2,10,14,3
S00119623,72,5,18,35,14,34,3,2,18,11,38,2,16,17,3
S00119624,44,5,12,14,13,26,1,5,9,11,18,4,7,5,2
S00119625,62,4,21,27,10,32,1,3,19,9,30,3,18,8,1
S00119626,70,11,12,30,17,34,5,3,14,12,36,6,9,16,5
S00119627,71,6,16,35,14,40,2,5,22,11,31,4,11,13,3
S00119628,85,8,20,44,13,45,3,4,26,12,40,5,16,18,1
S00119629,42,5,8,22,7,24,3,1,15,5,18,2,7,7,2
S00119630,28,1,5,16,6,20,1,1,13,5,8,-,4,3,1
S00119631,51,4,6,35,6,33,1,1,25,6,18,3,5,10,-
S00119632,38,2,7,25,4,17,1,1,14,1,21,1,6,11,3
S00119633,108,6,25,61,16,54,2,5,33,14,54,4,20,28,2
S00119634,59,2,9,43,5,31,-,2,25,4,28,2,7,18,1
S00119635,57,2,9,37,9,31,1,4,21,5,26,1,5,16,4
S00119636,90,6,22,48,14,51,1,7,31,12,39,5,15,17,2
S00119637,69,4,10,39,16,35,-,3,22,10,34,4,7,17,6
S00119638,42,3,9,21,9,28,1,4,14,9,14,2,5,7,-
S00119639,105,5,25,60,15,52,-,4,35,13,53,5,21,25,2
S00119640,97,10,12,59,16,56,5,3,34,14,41,5,9,25,2
S00119641,31,5,4,16,6,15,1,-,8,6,16,4,4,8,-
S00119642,32,4,5,20,3,18,2,1,13,2,14,2,4,7,1
S00119643,34,1,6,18,9,14,-,-,7,7,20,1,6,11,2
S00119644,57,6,11,24,16,29,1,3,13,12,28,5,8,11,4
S00119645,147,8,36,89,14,74,3,7,52,12,73,5,29,37,2
S00119646,35,8,6,18,3,17,3,1,10,3,18,5,5,8,-
S00119647,54,2,22,28,2,21,-,2,17,2,33,2,20,11,-
S00119648,17,4,2,9,2,8,-,2,4,2,9,4,-,5,-
S00119649,143,11,25,79,28,79,2,1,51,25,64,9,24,28,3
S00119650,73,4,12,40,17,40,1,1,25,13,33,3,11,15,4
S00119651,56,7,6,35,8,32,2,1,23,6,24,5,5,12,2
S00119652,25,1,6,16,2,16,-,5,9,2,9,1,1,7,-
S00119653,31,2,4,20,5,17,-,-,12,5,14,2,4,8,-
S00119654,56,6,12,29,9,25,1,2,18,4,31,5,10,11,5
S00119655,46,1,15,27,3,20,1,3,13,3,26,-,12,14,-
S00119656,98,6,22,59,11,48,1,4,35,8,50,5,18,24,3
S00119657,69,2,15,48,4,35,-,3,28,4,34,2,12,20,-
S00119658,86,8,24,49,5,40,-,6,30,4,46,8,18,19,1
S00119659,122,10,25,80,7,59,4,8,41,6,63,6,17,39,1
S00119660,80,5,15,54,6,33,-,3,26,4,47,5,12,28,2
S00119661,99,10,29,51,9,50,5,4,33,8,49,5,25,18,1
S00119662,49,7,14,23,5,19,1,3,12,3,30,6,11,11,2
S00119663,55,4,8,41,2,27,2,1,22,2,28,2,7,19,-
S00119664,58,5,12,32,9,31,-,2,21,8,27,5,10,11,1
S00119665,78,9,13,39,17,43,1,4,25,13,35,8,9,14,4
S00119666,56,1,13,37,5,27,1,4,19,3,29,-,9,18,2
S00119667,24,3,1,15,5,13,-,-,10,3,11,3,1,5,2
S00119668,22,1,3,16,2,9,-,-,8,1,13,1,3,8,1
S00119669,92,8,19,53,12,48,5,3,28,12,44,3,16,25,-
S00119670,69,5,10,39,15,35,1,1,24,9,34,4,9,15,6
S00119671,9,2,1,4,2,5,1,-,2,2,4,1,1,2,-
S00119672,46,1,12,29,4,21,-,3,15,3,25,1,9,14,1
S00119673,62,1,16,37,8,33,1,6,20,6,29,-,10,17,2
S00119674,58,1,11,39,7,32,-,1,25,6,26,1,10,14,1
S00119675,51,3,10,30,8,22,1,2,15,4,29,2,8,15,4
S00119676,65,7,10,31,17,40,2,1,21,16,25,5,9,10,1
S00119677,32,3,9,16,4,17,1,1,11,4,15,2,8,5,-
S00119678,68,8,19,30,11,35,2,6,16,11,33,6,13,14,-
S00119679,26,1,8,15,2,11,-,1,8,2,15,1,7,7,-
S00119680,46,-,6,36,4,26,-,1,21,4,20,-,5,15,-
S00119681,71,5,17,29,20,41,-,2,22,17,30,5,15,7,3
S00119682,29,2,6,12,9,19,-,2,10,7,10,2,4,2,2
S00119683,34,2,5,15,12,20,1,-,9,10,14,1,5,6,2
S00119684,63,5,13,38,7,35,-,5,23,7,28,5,8,15,-
S00119685,103,11,23,55,14,54,5,3,32,14,49,6,20,23,-
S00119686,69,6,14,43,6,40,-,4,30,6,29,6,10,13,-
S00119687,46,2,6,31,7,24,1,5,12,6,22,1,1,19,1
S00119688,40,5,8,26,1,18,2,1,14,1,22,3,7,12,-
S00119689,36,3,4,25,4,19,1,2,13,3,17,2,2,12,1
S00119690,30,1,9,16,4,18,-,5,10,3,12,1,4,6,1
S00119691,70,6,10,42,12,35,1,4,21,9,35,5,6,21,3
S00119692,104,13,12,61,18,55,1,3,35,16,49,12,9,26,2
S00119693,80,8,17,45,10,41,2,2,29,8,39,6,15,16,2
S00119694,28,1,6,12,9,15,-,1,7,7,13,1,5,5,2
S00119695,57,6,10,35,6,28,1,4,20,3,29,5,6,15,3
S00119696,56,7,7,33,9,33,3,-,23,7,23,4,7,10,2
S00119697,86,12,23,42,9,45,5,5,28,7,41,7,18,14,2
S00119698,17,2,1,13,1,6,-,1,4,1,11,2,-,9,-
S00119699,80,7,12,54,7,39,2,1,31,5,41,5,11,23,2
S00119700,57,4,12,29,12,28,-,1,15,12,29,4,11,14,-
S00119701,32,1,9,12,10,15,1,2,4,8,17,-,7,8,2
S00119702,84,8,13,51,12,45,5,3,26,11,39,3,10,25,1
S00119703,82,3,20,53,6,43,1,6,31,5,39,2,14,22,1
S00119704,40,5,6,23,6,20,1,2,13,4,20,4,4,10,2
S00119705,72,4,14,45,9,35,-,3,26,6,37,4,11,19,3
S00119706,47,5,7,26,9,22,2,-,11,9,25,3,7,15,-
S00119707,49,2,15,30,2,20,1,1,16,2,29,1,14,14,-
S00119708,61,3,19,36,3,32,2,6,21,3,29,1,13,15,-
S00119709,71,3,11,51,6,42,-,3,35,4,29,3,8,16,2
S00119710,49,2,12,32,3,26,1,3,19,3,23,1,9,13,-
S00119711,57,5,14,35,3,28,1,3,23,1,29,4,11,12,2
S00119712,67,3,18,42,4,29,-,3,22,4,38,3,15,20,-
S00119713,57,2,14,38,3,30,1,5,22,2,27,1,9,16,1
S00119714,73,3,20,43,7,33,-,1,26,6,40,3,19,17,1
S00119715,64,6,12,45,1,35,-,5,29,1,29,6,7,16,-
S00119716,51,8,10,29,4,25,3,2,17,3,26,5,8,12,1
S00119717,45,1,12,24,8,23,-,-,18,5,22,1,12,6,3
S00119718,41,1,11,28,1,21,1,-,19,1,20,-,11,9,-
S00119719,48,6,7,32,3,24,2,3,16,3,24,4,4,16,-
S00119720,42,-,12,28,2,22,-,2,18,2,20,-,10,10,-
S00119721,59,5,10,41,3,30,1,1,25,3,29,4,9,16,-
S00119722,45,3,9,28,5,20,1,1,14,4,25,2,8,14,1
S00119723,39,2,11,23,3,20,1,2,14,3,19,1,9,9,-
S00119724,60,7,8,34,11,30,3,2,17,8,30,4,6,17,3
S00119725,45,6,10,25,4,24,4,2,16,2,21,2,8,9,2
S00119726,43,1,7,29,6,22,-,3,14,5,21,1,4,15,1
S00119727,40,2,6,25,7,20,-,3,12,5,20,2,3,13,2
S00119728,42,1,5,30,6,23,-,1,16,6,19,1,4,14,-
S00119729,37,2,6,23,6,18,-,1,14,3,19,2,5,9,3
S00119730,50,-,6,40,4,26,-,2,20,4,24,-,4,20,-
S00119731,23,-,5,15,3,13,-,1,10,2,10,-,4,5,1
S00119732,30,2,6,21,1,14,1,-,12,1,16,1,6,9,-
S00119733,34,1,8,24,1,20,1,2,16,1,14,-,6,8,-
S00119734,29,2,9,18,-,16,-,4,12,-,13,2,5,6,-
S00119735,80,3,12,56,9,45,1,4,34,6,35,2,8,22,3
S00119736,63,1,9,43,10,35,1,-,25,9,28,-,9,18,1
S00119737,65,4,16,33,12,34,1,4,22,7,31,3,12,11,5
S00119738,58,2,13,38,5,27,-,4,19,4,31,2,9,19,1
S00119739,51,4,12,30,5,25,1,2,19,3,26,3,10,11,2
S00119740,53,2,12,36,3,23,1,1,18,3,30,1,11,18,-
S00119741,38,-,9,22,7,22,-,2,17,3,16,-,7,5,4
S00119742,23,1,4,16,2,16,-,1,13,2,7,1,3,3,-
S00119743,36,2,3,30,1,14,-,-,13,1,22,2,3,17,-
S00119744,30,2,8,20,-,18,-,2,16,-,12,2,6,4,-
S00119745,43,1,5,31,6,23,-,1,17,5,20,1,4,14,1
S00119746,44,-,13,26,5,20,-,4,12,4,24,-,9,14,1
S00119747,60,2,11,44,3,27,1,3,21,2,33,1,8,23,1
S00119748,55,3,8,39,5,31,2,3,23,3,24,1,5,16,2
S00119749,13,1,4,8,-,7,1,1,5,-,6,-,3,3,-
S00119750,29,1,4,22,2,14,1,-,12,1,15,-,4,10,1
S00119751,81,3,20,45,13,44,-,6,27,11,37,3,14,18,2
S00119752,61,3,13,42,3,26,1,3,21,1,35,2,10,21,2
S00119753,50,4,10,25,11,29,2,3,15,9,21,2,7,10,2
S00119754,40,-,6,27,7,17,-,-,11,6,23,-,6,16,1
S00119755,14,1,3,10,-,7,-,1,6,-,7,1,2,4,-
S00119756,64,3,14,44,3,33,1,3,26,3,31,2,11,18,-
S00119757,38,3,11,20,4,19,1,3,12,3,19,2,8,8,1
S00119758,52,3,14,26,9,26,1,3,13,9,26,2,11,13,-
S00119759,65,4,13,39,9,31,1,2,22,6,34,3,11,17,3
S00119760,81,2,27,45,7,42,1,6,28,7,39,1,21,17,-
S00119761,75,8,17,46,4,39,2,4,29,4,36,6,13,17,-
S00119762,98,10,26,56,6,50,7,6,31,6,48,3,20,25,-
S00119763,57,6,9,38,4,31,-,3,24,4,26,6,6,14,-
S00119764,76,3,13,56,4,35,1,1,30,3,41,2,12,26,1
S00119765,62,-,12,48,2,31,-,2,27,2,31,-,10,21,-
S00119766,63,5,23,33,2,27,4,5,16,2,36,1,18,17,-
S00119767,83,4,25,50,4,39,1,3,32,3,44,3,22,18,1
S00119768,58,3,8,46,1,30,2,-,27,1,28,1,8,19,-
S00119769,46,-,11,33,2,26,-,3,21,2,20,-,8,12,-
S00119770,48,1,7,37,3,24,-,2,20,2,24,1,5,17,1
S00119771,42,5,6,29,2,20,2,2,15,1,22,3,4,14,1
S00119772,28,2,12,12,2,15,2,2,9,2,13,-,10,3,-
S00119773,61,3,15,40,3,30,1,3,24,2,31,2,12,16,1
S00119774,50,2,16,27,5,24,-,2,18,4,26,2,14,9,1
S00119775,69,5,20,39,5,32,1,3,23,5,37,4,17,16,-
S00119776,24,1,5,17,1,13,1,2,9,1,11,-,3,8,-
S00119777,13,-,3,10,-,4,-,-,4,-,9,-,3,6,-
S00119778,27,3,7,15,2,14,-,1,11,2,13,3,6,4,-
S00119779,36,4,9,18,5,19,-,6,9,4,17,4,3,9,1
S00119780,36,2,6,25,3,23,2,2,16,3,13,-,4,9,-
S00119781,18,3,5,8,2,9,-,2,5,2,9,3,3,3,-
S00119782,38,6,6,22,4,15,-,3,10,2,23,6,3,12,2
S00119783,36,3,8,24,1,16,-,2,14,-,20,3,6,10,1
S00119784,23,1,3,15,4,12,-,-,9,3,11,1,3,6,1
S00119785,24,2,1,21,-,9,-,-,9,-,15,2,1,12,-
S00119786,35,1,13,18,3,18,1,3,12,2,17,-,10,6,1
S00119787,34,2,9,23,-,19,1,3,15,-,15,1,6,8,-
S00119788,28,2,5,20,1,15,1,-,13,1,13,1,5,7,-
S00119789,58,-,7,45,6,27,-,1,22,4,31,-,6,23,2
S00119790,47,-,11,33,3,27,-,1,23,3,20,-,10,10,-
S00119791,74,-,12,58,4,34,-,1,29,4,40,-,11,29,-
S00119792,30,4,9,15,2,12,1,1,9,1,18,3,8,6,1
S00119793,70,2,19,45,4,39,-,6,30,3,31,2,13,15,1
S00119794,54,6,14,31,3,25,4,1,18,2,29,2,13,13,1
S00119795,45,4,17,22,2,17,2,5,9,1,28,2,12,13,1
S00119796,39,-,14,23,2,18,-,5,12,1,21,-,9,11,1
S00119797,83,5,14,55,9,44,-,3,32,9,39,5,11,23,-
S00119798,76,2,23,43,8,37,1,5,24,7,39,1,18,19,1
S00119799,34,5,9,20,-,16,1,2,13,-,18,4,7,7,-
S00119800,41,1,19,19,2,18,-,6,10,2,23,1,13,9,-
S00119801,17,2,4,9,2,7,-,1,4,2,10,2,3,5,-
S00119802,51,2,11,35,3,27,1,1,22,3,24,1,10,13,-
S00119803,41,4,10,25,2,17,1,4,11,1,24,3,6,14,1
S00119804,24,1,3,18,2,11,-,1,8,2,13,1,2,10,-
S00119805,37,2,5,28,2,19,-,1,16,2,18,2,4,12,-
S00119806,26,2,9,15,-,6,-,2,4,-,20,2,7,11,-
S00119807,47,1,14,31,1,21,-,2,18,1,26,1,12,13,-
S00119808,43,1,11,29,2,22,-,1,19,2,21,1,10,10,-
S00119809,47,1,12,32,2,26,1,1,24,-,21,-,11,8,2
S00119810,34,1,16,16,1,13,-,5,7,1,21,1,11,9,-
S00119811,27,2,5,18,2,15,-,1,12,2,12,2,4,6,-
S00119812,16,-,4,12,-,8,-,2,6,-,8,-,2,6,-
S00119813,17,1,4,9,3,6,-,1,2,3,11,1,3,7,-
S00119814,26,3,3,17,3,16,-,1,12,3,10,3,2,5,-
S00119815,93,1,24,64,4,48,-,6,39,3,45,1,18,25,1
S00119816,86,4,25,54,3,45,1,6,36,2,41,3,19,18,1
S00119817,67,4,19,42,2,35,1,4,28,2,32,3,15,14,-
S00119818,51,2,16,28,5,27,1,5,16,5,24,1,11,12,-
S00119819,42,5,10,26,1,22,2,3,16,1,20,3,7,10,-
S00119820,50,4,12,32,2,24,-,3,19,2,26,4,9,13,-
S00119821,45,5,14,23,3,22,2,1,16,3,23,3,13,7,-
S00119822,30,2,8,20,-,18,2,2,14,-,12,-,6,6,-
S00119823,29,-,9,18,2,11,-,1,9,1,18,-,8,9,1
S00119824,36,3,9,23,1,20,2,3,14,1,16,1,6,9,-
S00119825,29,3,9,17,-,16,-,5,11,-,13,3,4,6,-
S00119826,31,-,10,21,-,16,-,6,10,-,15,-,4,11,-
S00119827,25,2,8,15,-,8,-,2,6,-,17,2,6,9,-
S00119828,20,2,10,8,-,8,1,3,4,-,12,1,7,4,-
S00119829,38,2,9,27,-,19,1,-,18,-,19,1,9,9,-
S00119830,36,2,13,16,5,12,-,4,5,3,24,2,9,11,2
S00119831,67,2,26,33,6,30,-,3,22,5,37,2,23,11,1
S00119832,37,3,16,15,3,17,2,1,11,3,20,1,15,4,-
S00119833,38,1,8,28,1,17,-,1,15,1,21,1,7,13,-
S00119834,35,4,7,21,3,16,1,1,11,3,19,3,6,10,-
S00119835,31,4,8,18,1,16,3,2,10,1,15,1,6,8,-
S00119836,52,2,11,34,5,22,1,3,14,4,30,1,8,20,1
S00119837,49,3,12,30,4,27,1,2,20,4,22,2,10,10,-
S00119838,48,2,15,29,2,21,-,2,17,2,27,2,13,12,-
S00119839,64,1,11,46,6,34,-,2,26,6,30,1,9,20,-
S00119840,35,2,6,24,3,22,1,3,15,3,13,1,3,9,-
S00119841,29,2,4,22,1,12,1,1,9,1,17,1,3,13,-
S00119842,22,1,5,15,1,8,1,1,5,1,14,-,4,10,-
S00119843,42,1,10,30,1,18,1,2,15,-,24,-,8,15,1
S00119844,22,3,6,12,1,11,1,3,7,-,11,2,3,5,1
S00119845,37,2,7,22,6,22,-,2,15,5,15,2,5,7,1
S00119846,14,4,2,8,-,6,2,-,4,-,8,2,2,4,-
S00119847,41,1,8,31,1,19,-,2,16,1,22,1,6,15,-
S00119848,40,2,10,23,5,19,1,4,11,3,21,1,6,12,2
S00119849,27,4,5,16,2,12,2,1,7,2,15,2,4,9,-
S00119850,34,2,9,22,1,15,1,-,13,1,19,1,9,9,-
S00119851,53,2,11,38,2,31,1,2,26,2,22,1,9,12,-
S00119852,27,1,7,18,1,14,-,2,11,1,13,1,5,7,-
S00119853,34,-,5,27,2,16,-,1,14,1,18,-,4,13,1
S00119854,41,2,8,30,1,20,-,2,18,-,21,2,6,12,1
S00119855,61,4,8,45,4,34,3,3,25,3,27,1,5,20,1
S00119856,45,2,11,30,2,22,-,4,16,2,23,2,7,14,-
S00119857,55,1,8,43,3,32,-,1,28,3,23,1,7,15,-
S00119858,62,7,20,32,3,26,1,6,18,1,36,6,14,14,2
S00119859,26,2,5,17,2,15,-,1,12,2,11,2,4,5,-
S00119860,25,3,7,14,1,12,-,2,9,1,13,3,5,5,-
S00119861,28,3,4,19,2,16,-,1,14,1,12,3,3,5,1
S00119862,54,7,11,31,5,26,4,3,14,5,28,3,8,17,-
S00119863,10,-,1,7,2,7,-,1,4,2,3,-,-,3,-
S00119864,26,2,8,16,-,10,-,3,7,-,16,2,5,9,-
S00119865,18,1,3,12,2,10,-,1,7,2,8,1,2,5,-
S00119866,38,4,13,19,2,19,3,4,11,1,19,1,9,8,1
S00119867,18,2,4,8,4,9,2,1,2,4,9,-,3,6,-
S00119868,45,3,7,34,1,22,1,1,19,1,23,2,6,15,-
S00119869,25,-,4,20,1,13,-,1,11,1,12,-,3,9,-
S00119870,23,-,7,14,2,8,-,-,6,2,15,-,7,8,-
S00119871,29,-,5,23,1,11,-,1,10,-,18,-,4,13,1
S00119872,66,-,13,49,4,33,-,2,27,4,33,-,11,22,-
S00119873,41,1,16,22,2,19,1,5,11,2,22,-,11,11,-
S00119874,26,-,12,13,1,11,-,2,8,1,15,-,10,5,-
S00119875,20,2,6,11,1,11,1,1,8,1,9,1,5,3,-
S00119876,40,1,13,24,2,19,-,2,15,2,21,1,11,9,-
S00119877,27,1,9,16,1,12,-,2,9,1,15,1,7,7,-
S00119878,18,2,5,9,2,10,1,1,6,2,8,1,4,3,-
S00119879,44,4,11,29,-,19,1,2,16,-,25,3,9,13,-
S00119880,29,2,8,19,-,12,1,1,10,-,17,1,7,9,-
S00119881,43,2,15,22,4,14,-,1,9,4,29,2,14,13,-
S00119882,7,1,3,2,1,4,-,1,2,1,3,1,2,-,-
S00119883,9,-,2,6,1,1,-,-,1,-,8,-,2,5,1
S00119884,37,1,8,27,1,17,-,2,14,1,20,1,6,13,-
S00119885,12,-,2,9,1,6,-,-,5,1,6,-,2,4,-
S00119886,35,1,7,24,3,20,-,3,14,3,15,1,4,10,-
S00119887,60,2,16,40,2,29,1,2,24,2,31,1,14,16,-
S00119888,21,1,7,12,1,11,-,3,8,-,10,1,4,4,1
S00119889,52,4,14,34,-,22,1,1,20,-,30,3,13,14,-
S00119890,34,1,7,24,2,19,-,2,16,1,15,1,5,8,1
S00119891,25,2,2,19,2,13,-,-,11,2,12,2,2,8,-
S00119892,35,4,4,24,3,20,2,2,13,3,15,2,2,11,-
S00119893,40,6,13,20,1,16,-,2,14,-,24,6,11,6,1
S00119894,34,1,7,22,4,18,-,1,14,3,16,1,6,8,1
S00119895,40,5,12,21,2,23,1,6,14,2,17,4,6,7,-
S00119896,39,3,15,21,-,20,2,7,11,-,19,1,8,10,-
S00119897,28,1,9,18,-,16,1,2,13,-,12,-,7,5,-
S00119898,15,-,9,6,-,7,-,1,6,-,8,-,8,-,-
S00119899,58,4,21,26,7,30,1,6,16,7,28,3,15,10,-
S00119900,20,2,4,13,1,6,-,-,5,1,14,2,4,8,-
S00119901,39,3,12,21,3,15,-,1,12,2,24,3,11,9,1
S00119902,57,5,18,32,2,26,4,4,17,1,31,1,14,15,1
S00119903,59,1,20,38,-,30,-,6,24,-,29,1,14,14,-
S00119904,26,3,5,17,1,10,1,1,7,1,16,2,4,10,-
S00119905,61,4,12,38,7,26,-,2,19,5,35,4,10,19,2
S00119906,44,2,8,31,3,21,1,1,16,3,23,1,7,15,-
S00119907,29,1,9,17,2,12,1,2,7,2,17,-,7,10,-
S00119908,47,4,14,29,-,23,1,3,19,-,24,3,11,10,-
S00119909,65,2,18,41,4,29,-,2,23,4,36,2,16,18,-
S00119910,57,5,17,30,5,27,2,5,15,5,30,3,12,15,-
S00119911,55,-,8,43,4,31,-,1,27,3,24,-,7,16,1
S00119912,54,4,12,36,2,28,1,3,22,2,26,3,9,14,-
S00119913,27,2,6,15,4,11,1,2,7,1,16,1,4,8,3
S00119914,36,5,12,19,-,24,3,3,18,-,12,2,9,1,-
S00119915,34,1,9,22,2,15,1,1,11,2,19,-,8,11,-
S00119916,26,2,11,12,1,13,-,3,9,1,13,2,8,3,-
S00119917,52,3,17,31,1,25,2,4,18,1,27,1,13,13,-
