oa_code,All households,Owned,Owned: Owned outright,Owned: Owned with a mortgage or loan,Owned: Shared ownership (part owned and part rented),Social rented,Social rented: Rented from council (Local authority),Social rented: Other social rented,Private rented,Private rented: Private landlord or letting agency,Private rented: Employer of a household member,Private rented: Relative or friend of a household member,Private rented: Other,Living rent free
S00131334,66,43,27,16,-,12,12,-,10,8,-,2,-,1
S00131335,48,41,17,24,-,5,5,-,2,1,-,-,1,-
S00131336,49,35,12,23,-,5,5,-,9,6,-,3,-,-
S00131337,43,28,7,21,-,6,5,1,8,7,-,1,-,1
S00131338,63,49,22,27,-,9,8,1,5,5,-,-,-,-
S00131339,55,45,21,24,-,9,9,-,1,1,-,-,-,-
S00131340,44,29,12,17,-,9,7,2,6,6,-,-,-,-
S00131341,42,32,13,19,-,3,3,-,7,7,-,-,-,-
S00131342,49,39,13,26,-,6,6,-,4,3,-,1,-,-
S00131343,49,47,7,40,-,1,1,-,1,1,-,-,-,-
S00131344,49,25,4,21,-,22,1,21,2,2,-,-,-,-
S00131345,51,34,9,25,-,8,8,-,9,8,-,1,-,-
S00131346,64,45,25,20,-,16,15,1,3,3,-,-,-,-
S00131347,55,23,15,8,-,22,21,1,10,10,-,-,-,-
S00131348,56,42,21,21,-,7,7,-,7,6,-,1,-,-
S00131349,62,46,22,24,-,8,7,1,7,7,-,-,-,1
S00131350,53,25,8,17,-,22,21,1,5,4,-,1,-,1
S00131351,46,37,21,16,-,4,4,-,3,3,-,-,-,2
S00131352,58,45,21,24,-,9,9,-,4,3,-,1,-,-
S00131353,41,35,16,19,-,4,4,-,1,-,-,1,-,1
S00131354,40,34,18,16,-,3,3,-,2,2,-,-,-,1
S00131355,48,34,14,19,1,7,7,-,6,6,-,-,-,1
S00131356,53,36,16,20,-,11,11,-,6,6,-,-,-,-
S00131357,48,33,16,17,-,8,7,1,7,6,-,1,-,-
S00131358,73,49,24,25,-,17,17,-,5,5,-,-,-,2
S00131359,62,34,17,17,-,24,21,3,3,3,-,-,-,1
S00131360,41,33,16,16,1,5,4,1,3,1,-,2,-,-
S00131361,47,29,10,19,-,12,7,5,6,6,-,-,-,-
S00131362,52,33,12,21,-,15,13,2,3,3,-,-,-,1
S00131363,31,23,11,12,-,6,6,-,2,2,-,-,-,-
S00131364,49,33,15,18,-,11,11,-,5,5,-,-,-,-
S00131365,53,47,25,22,-,6,6,-,-,-,-,-,-,-
S00131366,71,31,12,19,-,30,30,-,10,10,-,-,-,-
S00131367,62,50,28,22,-,6,6,-,6,6,-,-,-,-
S00131368,76,46,20,26,-,21,21,-,7,6,1,-,-,2
S00131369,59,49,21,28,-,7,4,3,3,3,-,-,-,-
S00131370,55,39,19,19,1,14,14,-,2,2,-,-,-,-
S00131371,46,43,8,35,-,-,-,-,3,1,-,2,-,-
S00131372,40,29,10,19,-,3,1,2,8,6,-,2,-,-
S00131373,46,38,16,22,-,4,4,-,4,4,-,-,-,-
S00131374,34,23,6,17,-,10,4,6,1,1,-,-,-,-
S00131375,41,33,6,27,-,4,3,1,4,4,-,-,-,-
S00131376,55,46,12,34,-,1,1,-,7,6,-,1,-,1
S00131377,35,28,10,18,-,1,1,-,6,6,-,-,-,-
S00131378,49,6,4,2,-,43,43,-,-,-,-,-,-,-
S00131379,71,40,16,24,-,18,18,-,13,10,-,3,-,-
S00131380,58,48,6,42,-,-,-,-,8,7,-,1,-,2
S00131381,55,47,12,35,-,2,2,-,6,5,-,1,-,-
S00131382,48,32,14,18,-,2,2,-,13,9,-,4,-,1
S00131383,58,44,12,32,-,3,2,1,11,11,-,-,-,-
S00131384,61,42,19,23,-,9,9,-,10,7,-,3,-,-
