oa_code,All households,Owned,Owned: Owned outright,Owned: Owned with a mortgage or loan,Owned: Shared ownership (part owned and part rented),Social rented,Social rented: Rented from council (Local authority),Social rented: Other social rented,Private rented,Private rented: Private landlord or letting agency,Private rented: Employer of a household member,Private rented: Relative or friend of a household member,Private rented: Other,Living rent free
S00099118,56,14,5,8,1,37,32,5,5,5,-,-,-,-
S00099119,41,21,4,17,-,12,11,1,8,7,-,1,-,-
S00099120,47,17,6,11,-,28,28,-,2,2,-,-,-,-
S00099121,36,18,5,13,-,15,14,1,3,3,-,-,-,-
S00099122,36,8,2,6,-,26,19,7,2,2,-,-,-,-
S00099123,49,17,10,7,-,32,31,1,-,-,-,-,-,-
S00099124,55,21,16,5,-,28,27,1,5,4,-,1,-,1
S00099125,52,10,1,8,1,37,36,1,5,5,-,-,-,-
S00099126,28,19,8,11,-,6,5,1,1,1,-,-,-,2
S00099127,58,26,12,14,-,29,27,2,3,3,-,-,-,-
S00099128,31,9,1,8,-,20,19,1,2,2,-,-,-,-
S00099129,49,8,4,4,-,32,32,-,8,8,-,-,-,1
S00099130,95,23,11,12,-,67,25,42,5,3,-,-,2,-
S00099131,60,8,3,5,-,47,47,-,4,4,-,-,-,1
S00099132,28,14,7,7,-,10,9,1,4,4,-,-,-,-
S00099133,50,31,17,14,-,10,10,-,8,7,-,1,-,1
S00099134,63,3,-,3,-,60,59,1,-,-,-,-,-,-
S00099135,50,11,2,9,-,27,25,2,11,11,-,-,-,1
S00099136,29,9,4,5,-,17,17,-,3,3,-,-,-,-
S00099137,47,15,4,11,-,29,28,1,3,2,-,1,-,-
S00099138,44,32,14,18,-,9,9,-,3,3,-,-,-,-
S00099139,45,5,2,3,-,37,36,1,3,3,-,-,-,-
S00099140,35,21,13,8,-,11,11,-,3,3,-,-,-,-
S00099141,58,37,13,24,-,20,19,1,1,-,-,1,-,-
S00099142,40,22,5,17,-,13,13,-,3,3,-,-,-,2
S00099143,44,18,8,10,-,24,23,1,2,1,-,1,-,-
S00099144,48,31,5,26,-,16,15,1,1,1,-,-,-,-
S00099145,75,48,16,32,-,19,18,1,7,6,-,1,-,1
S00099146,69,29,11,18,-,36,36,-,4,3,-,-,1,-
S00099147,44,11,5,6,-,31,27,4,2,2,-,-,-,-
S00099148,43,27,9,18,-,11,11,-,3,3,-,-,-,2
S00099149,40,22,8,14,-,13,12,1,3,2,-,1,-,2
S00099150,70,44,14,30,-,24,23,1,1,1,-,-,-,1
S00099151,33,6,1,5,-,25,25,-,2,2,-,-,-,-
S00099152,55,13,5,8,-,38,38,-,4,4,-,-,-,-
S00099153,72,41,21,20,-,28,28,-,3,3,-,-,-,-
S00099154,49,4,1,3,-,43,24,19,2,2,-,-,-,-
S00099155,74,10,4,6,-,62,61,1,2,1,-,1,-,-
S00099156,76,25,13,12,-,49,47,2,2,2,-,-,-,-
S00099157,54,27,15,12,-,23,10,13,4,4,-,-,-,-
S00099158,55,31,9,22,-,19,19,-,5,4,-,1,-,-
S00099159,44,10,5,5,-,30,29,1,4,4,-,-,-,-
S00099160,39,4,-,4,-,32,30,2,3,3,-,-,-,-
S00099161,43,16,6,10,-,23,22,1,4,4,-,-,-,-
S00099162,54,7,2,5,-,43,43,-,4,4,-,-,-,-
S00099163,46,22,12,10,-,22,22,-,2,2,-,-,-,-
S00099164,73,56,20,36,-,14,14,-,3,3,-,-,-,-
S00099165,67,37,21,16,-,26,25,1,2,2,-,-,-,2
S00099166,74,40,18,22,-,27,26,1,6,4,-,2,-,1
S00099167,69,21,4,17,-,44,44,-,3,3,-,-,-,1
S00099168,71,19,8,11,-,48,47,1,4,3,-,1,-,-
S00099169,53,28,13,15,-,22,22,-,3,3,-,-,-,-
S00099170,72,31,22,9,-,38,37,1,1,1,-,-,-,2
S00099171,55,15,7,8,-,37,37,-,3,2,-,1,-,-
S00099172,24,16,11,5,-,6,6,-,2,2,-,-,-,-
S00099173,65,33,19,14,-,26,25,1,6,6,-,-,-,-
S00099174,40,18,11,6,1,19,19,-,3,3,-,-,-,-
S00099175,45,28,8,20,-,10,10,-,6,4,-,2,-,1
S00099176,54,23,12,11,-,29,29,-,2,2,-,-,-,-
S00099177,48,15,3,12,-,27,27,-,6,5,-,1,-,-
S00099178,46,27,8,19,-,13,11,2,6,4,-,2,-,-
S00099179,54,28,14,14,-,20,20,-,6,4,-,2,-,-
S00099180,45,29,16,13,-,10,9,1,6,5,-,1,-,-
S00099181,73,28,9,18,1,34,2,32,11,11,-,-,-,-
S00099182,48,24,22,2,-,17,16,1,7,6,-,1,-,-
S00099183,39,28,14,14,-,10,10,-,1,1,-,-,-,-
S00099184,64,40,27,13,-,16,16,-,7,6,-,1,-,1
S00099185,48,30,25,5,-,13,12,1,5,4,-,-,1,-
S00099186,44,24,10,14,-,11,9,2,8,7,-,1,-,1
S00099187,47,19,16,3,-,22,20,2,6,3,-,3,-,-
S00099188,71,38,20,18,-,29,26,3,4,3,-,1,-,-
S00099189,38,36,21,15,-,-,-,-,2,2,-,-,-,-
S00099190,35,24,12,12,-,8,7,1,3,3,-,-,-,-
S00099191,28,22,12,10,-,2,1,1,4,4,-,-,-,-
S00099192,68,49,28,21,-,8,7,1,10,9,-,1,-,1
S00099193,44,31,13,18,-,12,12,-,1,1,-,-,-,-
S00099194,36,9,5,4,-,25,24,1,2,2,-,-,-,-
S00099195,26,16,5,11,-,9,8,1,1,1,-,-,-,-
S00099196,42,13,5,8,-,26,26,-,3,2,-,1,-,-
S00099197,56,21,8,13,-,33,30,3,2,2,-,-,-,-
S00099198,30,12,6,6,-,16,15,1,2,2,-,-,-,-
S00099199,42,16,8,8,-,22,22,-,4,4,-,-,-,-
S00099200,37,9,3,6,-,27,26,1,1,1,-,-,-,-
S00099201,46,19,10,9,-,20,1,19,7,6,-,1,-,-
S00099202,36,17,5,12,-,14,-,14,5,3,-,2,-,-
S00099203,37,29,14,15,-,4,-,4,4,3,-,1,-,-
S00099204,35,22,6,16,-,6,-,6,7,5,-,2,-,-
S00099205,52,30,14,16,-,17,16,1,4,2,-,2,-,1
S00099206,44,35,15,20,-,7,1,6,2,2,-,-,-,-
S00099207,40,26,11,15,-,13,2,11,1,1,-,-,-,-
S00099208,50,31,11,20,-,14,-,14,4,4,-,-,-,1
S00099209,74,36,16,20,-,33,7,26,5,4,-,1,-,-
S00099210,62,41,25,16,-,17,7,10,3,2,-,1,-,1
S00099211,34,2,-,2,-,30,2,28,2,2,-,-,-,-
S00099212,39,7,3,4,-,31,4,27,1,1,-,-,-,-
S00099213,48,29,12,17,-,12,1,11,7,5,-,2,-,-
S00099214,65,9,1,8,-,51,2,49,5,5,-,-,-,-
S00099215,37,5,2,3,-,32,2,30,-,-,-,-,-,-
S00099216,50,3,2,1,-,46,1,45,1,1,-,-,-,-
S00099217,72,36,14,22,-,31,23,8,4,4,-,-,-,1
S00099218,62,17,5,12,-,36,3,33,9,9,-,-,-,-
S00099219,38,26,11,15,-,12,11,1,-,-,-,-,-,-
S00099220,41,30,10,20,-,10,9,1,1,1,-,-,-,-
S00099221,41,27,17,10,-,12,11,1,2,1,-,1,-,-
S00099222,66,10,5,4,1,51,5,46,5,4,-,1,-,-
S00099223,52,14,8,6,-,38,34,4,-,-,-,-,-,-
S00099224,45,29,22,7,-,12,11,1,4,3,-,-,1,-
S00099225,56,35,27,8,-,16,13,3,3,3,-,-,-,2
S00099226,44,24,20,4,-,13,11,2,7,6,-,1,-,-
S00099227,76,19,3,16,-,52,2,50,5,5,-,-,-,-
S00099228,55,34,14,20,-,13,2,11,8,7,-,-,1,-
S00099229,67,45,21,24,-,18,2,16,4,3,-,-,1,-
S00099230,66,42,19,23,-,14,1,13,10,8,-,2,-,-
S00099231,68,41,17,24,-,22,1,21,5,5,-,-,-,-
S00099232,69,52,20,32,-,14,1,13,3,3,-,-,-,-
S00099233,39,26,14,12,-,11,-,11,2,2,-,-,-,-
S00099234,63,38,17,21,-,19,1,18,5,1,-,4,-,1
S00099235,39,30,19,11,-,6,-,6,3,2,-,1,-,-
S00099236,52,33,17,16,-,14,3,11,4,4,-,-,-,1
S00099237,44,14,4,10,-,27,2,25,3,3,-,-,-,-
S00099238,46,28,14,14,-,11,-,11,7,5,-,2,-,-
S00099239,48,31,18,13,-,13,1,12,4,3,-,1,-,-
S00099240,47,29,12,17,-,12,3,9,6,5,-,-,1,-
S00099241,40,25,7,18,-,10,-,10,5,3,-,2,-,-
S00099242,63,15,7,8,-,42,-,42,6,4,-,-,2,-
S00099243,64,43,20,23,-,18,-,18,3,1,-,2,-,-
S00099244,48,1,-,1,-,47,2,45,-,-,-,-,-,-
S00099245,39,-,-,-,-,39,2,37,-,-,-,-,-,-
S00099246,49,9,3,6,-,37,3,34,3,3,-,-,-,-
S00099247,91,6,1,5,-,83,4,79,2,2,-,-,-,-
S00099248,40,4,-,4,-,36,1,35,-,-,-,-,-,-
S00099249,59,45,22,23,-,9,3,6,5,5,-,-,-,-
S00099250,42,24,11,13,-,17,2,15,1,1,-,-,-,-
S00099251,41,29,14,15,-,8,-,8,4,4,-,-,-,-
S00099252,49,7,3,4,-,41,41,-,1,1,-,-,-,-
S00099253,47,1,-,1,-,42,39,3,4,4,-,-,-,-
S00099254,72,26,19,7,-,44,44,-,2,2,-,-,-,-
S00099255,53,10,7,3,-,42,38,4,-,-,-,-,-,1
S00099256,75,30,24,6,-,42,25,17,3,3,-,-,-,-
S00099257,60,1,-,1,-,57,3,54,1,1,-,-,-,1
S00099258,61,1,-,1,-,60,29,31,-,-,-,-,-,-
S00099259,32,4,1,3,-,28,1,27,-,-,-,-,-,-
S00099260,56,28,5,23,-,13,2,11,15,12,-,3,-,-
S00099261,54,11,5,5,1,18,15,3,25,23,-,2,-,-
S00099262,63,24,16,8,-,37,23,14,2,1,-,1,-,-
S00099263,51,29,1,28,-,20,-,20,2,2,-,-,-,-
S00099264,37,33,5,28,-,2,1,1,2,2,-,-,-,-
S00099265,50,46,5,41,-,1,-,1,3,3,-,-,-,-
S00099266,38,31,3,28,-,2,2,-,4,4,-,-,-,1
S00099267,54,52,8,44,-,1,-,1,1,1,-,-,-,-
S00099268,69,62,25,37,-,3,1,2,4,2,-,2,-,-
S00099269,81,66,20,46,-,3,3,-,12,7,-,5,-,-
S00099270,58,52,22,30,-,3,2,1,3,3,-,-,-,-
S00099271,41,31,16,15,-,4,4,-,3,3,-,-,-,3
S00099272,68,64,39,25,-,-,-,-,4,3,-,1,-,-
S00099273,38,36,25,11,-,-,-,-,2,2,-,-,-,-
S00099274,52,49,32,17,-,-,-,-,3,2,-,1,-,-
S00099275,40,37,26,11,-,-,-,-,3,-,-,3,-,-
S00099276,38,36,22,14,-,2,1,1,-,-,-,-,-,-
S00099277,69,63,34,29,-,2,2,-,4,4,-,-,-,-
S00099278,49,43,26,17,-,2,1,1,4,4,-,-,-,-
S00099279,54,50,37,13,-,-,-,-,3,3,-,-,-,1
S00099280,57,55,31,24,-,1,-,1,1,-,-,1,-,-
S00099281,65,61,33,28,-,-,-,-,3,2,-,1,-,1
S00099282,68,60,37,23,-,2,1,1,6,5,-,1,-,-
S00099283,72,64,34,30,-,-,-,-,6,5,-,-,1,2
S00099284,65,64,43,21,-,-,-,-,1,1,-,-,-,-
S00099285,40,5,2,2,1,32,-,32,3,3,-,-,-,-
S00099286,71,63,48,15,-,-,-,-,6,6,-,-,-,2
S00099287,69,55,38,17,-,3,2,1,6,5,-,1,-,5
S00099288,59,56,51,4,1,2,-,2,-,-,-,-,-,1
S00099289,58,49,29,20,-,2,1,1,7,6,-,1,-,-
S00099290,46,30,17,13,-,3,1,2,13,10,-,3,-,-
S00099291,33,26,16,10,-,-,-,-,6,6,-,-,-,1
S00099292,75,65,46,19,-,-,-,-,10,10,-,-,-,-
S00099293,43,15,8,7,-,13,6,7,14,10,-,4,-,1
S00099294,67,34,25,9,-,12,10,2,17,17,-,-,-,4
S00099295,39,9,3,6,-,5,-,5,24,23,-,1,-,1
S00099296,54,16,8,8,-,3,-,3,34,31,-,3,-,1
S00099297,42,18,11,7,-,5,-,5,18,18,-,-,-,1
S00099298,65,16,8,8,-,39,-,39,9,9,-,-,-,1
S00099299,52,20,8,11,1,18,-,18,14,12,-,2,-,-
S00099300,66,50,39,11,-,1,1,-,14,13,-,-,1,1
S00099301,45,33,22,11,-,1,-,1,11,9,-,1,1,-
S00099302,58,39,21,18,-,-,-,-,19,18,-,1,-,-
S00099303,48,24,18,6,-,11,-,11,13,13,-,-,-,-
S00099304,44,23,12,11,-,-,-,-,20,19,-,1,-,1
S00099305,56,35,20,15,-,1,-,1,20,19,-,1,-,-
S00099306,45,18,8,10,-,1,1,-,26,23,-,3,-,-
S00099307,57,27,13,14,-,4,3,1,25,24,-,1,-,1
S00099308,48,20,9,11,-,-,-,-,27,22,-,5,-,1
S00099309,46,24,13,11,-,8,2,6,14,13,-,1,-,-
S00099310,70,36,17,18,1,6,5,1,28,28,-,-,-,-
S00099311,48,27,15,12,-,1,-,1,20,17,-,3,-,-
S00099312,71,32,14,18,-,1,1,-,38,37,-,1,-,-
S00099313,61,57,26,31,-,2,-,2,1,1,-,-,-,1
S00099314,48,44,28,16,-,1,-,1,3,2,1,-,-,-
S00099315,49,47,28,19,-,1,1,-,1,1,-,-,-,-
S00099316,50,47,23,24,-,-,-,-,3,2,-,1,-,-
S00099317,50,45,24,21,-,-,-,-,4,4,-,-,-,1
S00099318,44,41,24,17,-,-,-,-,2,2,-,-,-,1
S00099319,68,31,7,24,-,12,-,12,25,24,-,1,-,-
S00099320,66,60,33,27,-,2,1,1,4,4,-,-,-,-
S00099321,68,65,34,31,-,1,-,1,2,1,-,1,-,-
S00099322,53,49,30,19,-,1,-,1,3,2,-,1,-,-
S00099323,55,51,26,25,-,-,-,-,4,4,-,-,-,-
S00099324,54,54,33,21,-,-,-,-,-,-,-,-,-,-
S00099325,50,42,27,15,-,2,2,-,5,1,-,4,-,1
S00099326,44,23,15,8,-,16,-,16,5,5,-,-,-,-
S00099327,38,14,7,7,-,20,18,2,4,3,-,1,-,-
S00099328,55,39,25,14,-,9,9,-,5,4,-,1,-,2
S00099329,68,33,8,24,1,22,2,20,12,12,-,-,-,1
S00099330,64,21,10,11,-,28,26,2,15,14,-,1,-,-
S00099331,48,17,4,13,-,23,23,-,8,8,-,-,-,-
S00099332,43,39,12,27,-,-,-,-,4,4,-,-,-,-
S00099333,39,37,16,21,-,-,-,-,2,2,-,-,-,-
S00099334,47,42,23,19,-,-,-,-,4,4,-,-,-,1
S00099335,43,27,11,16,-,13,12,1,3,3,-,-,-,-
S00099336,34,34,23,11,-,-,-,-,-,-,-,-,-,-
S00099337,41,31,16,15,-,5,4,1,5,4,-,1,-,-
S00099338,57,36,20,16,-,11,11,-,7,7,-,-,-,3
S00099339,57,55,31,24,-,-,-,-,2,2,-,-,-,-
S00099340,50,44,28,16,-,2,1,1,2,2,-,-,-,2
S00099341,49,48,34,14,-,-,-,-,1,-,-,1,-,-
S00099342,42,40,23,17,-,-,-,-,1,1,-,-,-,1
S00099343,43,36,22,14,-,-,-,-,6,6,-,-,-,1
S00099344,46,37,19,18,-,-,-,-,8,7,-,1,-,1
S00099345,53,49,33,16,-,-,-,-,3,3,-,-,-,1
S00099346,29,26,18,8,-,-,-,-,2,2,-,-,-,1
S00099347,53,51,30,21,-,-,-,-,2,2,-,-,-,-
S00099348,44,37,22,15,-,1,-,1,6,4,-,2,-,-
S00099349,46,45,25,20,-,-,-,-,-,-,-,-,-,1
S00099350,51,46,29,16,1,-,-,-,5,4,-,1,-,-
S00099351,53,51,33,18,-,-,-,-,1,-,-,1,-,1
S00099352,56,55,45,10,-,-,-,-,1,1,-,-,-,-
S00099353,49,47,30,17,-,-,-,-,2,2,-,-,-,-
S00099354,39,38,22,16,-,-,-,-,1,1,-,-,-,-
S00099355,73,67,36,31,-,-,-,-,5,4,-,1,-,1
S00099356,66,64,31,33,-,-,-,-,2,1,-,-,1,-
S00099357,46,43,29,14,-,-,-,-,3,2,-,1,-,-
S00099358,41,32,20,12,-,1,1,-,8,5,-,3,-,-
S00099359,56,54,31,23,-,-,-,-,2,1,-,1,-,-
S00099360,48,46,22,24,-,-,-,-,2,1,-,1,-,-
S00099361,23,23,14,9,-,-,-,-,-,-,-,-,-,-
S00099362,68,63,39,24,-,-,-,-,4,4,-,-,-,1
S00099363,43,41,22,19,-,-,-,-,2,1,-,1,-,-
S00099364,46,13,11,2,-,31,30,1,1,1,-,-,-,1
S00099365,58,25,12,12,1,25,24,1,8,6,-,2,-,-
S00099366,45,19,9,10,-,24,24,-,2,2,-,-,-,-
S00099367,49,7,2,5,-,41,41,-,1,1,-,-,-,-
S00099368,46,46,22,24,-,-,-,-,-,-,-,-,-,-
S00099369,63,56,31,25,-,1,-,1,5,3,-,2,-,1
S00099370,45,43,18,25,-,1,1,-,1,1,-,-,-,-
S00099371,41,37,21,16,-,-,-,-,3,1,-,1,1,1
S00099372,54,50,29,21,-,2,1,1,2,2,-,-,-,-
S00099373,74,70,29,41,-,-,-,-,4,3,-,1,-,-
S00099374,64,60,34,26,-,1,1,-,2,1,-,1,-,1
S00099375,47,45,25,20,-,1,-,1,1,1,-,-,-,-
S00099376,69,65,40,25,-,-,-,-,-,-,-,-,-,4
S00099377,41,41,28,13,-,-,-,-,-,-,-,-,-,-
S00099378,52,44,15,29,-,-,-,-,8,8,-,-,-,-
S00099379,51,44,31,13,-,-,-,-,6,6,-,-,-,1
S00099380,61,58,32,26,-,1,-,1,1,1,-,-,-,1
S00099381,55,55,42,13,-,-,-,-,-,-,-,-,-,-
S00099382,57,55,32,23,-,-,-,-,1,1,-,-,-,1
S00099383,48,46,28,18,-,2,2,-,-,-,-,-,-,-
S00099384,41,40,22,18,-,-,-,-,1,1,-,-,-,-
S00099385,48,47,27,20,-,-,-,-,1,1,-,-,-,-
S00099386,64,61,29,32,-,1,-,1,1,1,-,-,-,1
S00099387,56,55,28,27,-,-,-,-,1,1,-,-,-,-
S00099388,59,56,37,19,-,1,1,-,2,2,-,-,-,-
S00099389,41,24,13,11,-,15,15,-,2,2,-,-,-,-
S00099390,58,54,32,22,-,-,-,-,4,3,-,1,-,-
S00099391,30,25,10,15,-,5,5,-,-,-,-,-,-,-
S00099392,44,31,10,21,-,11,11,-,2,2,-,-,-,-
S00099393,48,11,4,7,-,36,-,36,1,1,-,-,-,-
S00099394,48,7,2,5,-,34,3,31,7,6,-,1,-,-
S00099395,58,15,8,7,-,37,-,37,6,5,-,1,-,-
S00099396,42,27,14,13,-,14,14,-,1,1,-,-,-,-
S00099397,42,34,16,18,-,-,-,-,8,8,-,-,-,-
S00099398,68,57,9,48,-,3,2,1,6,5,-,1,-,2
S00099399,24,23,2,21,-,1,-,1,-,-,-,-,-,-
S00099400,74,17,7,10,-,55,52,3,2,2,-,-,-,-
S00099401,33,1,1,-,-,31,2,29,1,1,-,-,-,-
S00099402,47,1,-,1,-,46,1,45,-,-,-,-,-,-
S00099403,30,8,4,4,-,21,20,1,1,1,-,-,-,-
S00099404,54,23,13,10,-,30,25,5,1,1,-,-,-,-
S00099405,61,38,11,27,-,5,5,-,17,17,-,-,-,1
S00099406,66,36,13,21,2,1,1,-,27,22,-,5,-,2
S00099407,35,8,2,6,-,26,5,21,1,1,-,-,-,-
S00099408,39,2,1,1,-,36,-,36,-,-,-,-,-,1
S00099409,68,64,17,47,-,1,-,1,3,2,-,-,1,-
S00099410,40,38,31,7,-,-,-,-,2,2,-,-,-,-
S00099411,43,37,20,17,-,2,1,1,4,4,-,-,-,-
S00099412,35,33,22,11,-,-,-,-,2,2,-,-,-,-
S00099413,57,24,12,12,-,2,-,2,29,29,-,-,-,2
S00099414,24,19,9,10,-,-,-,-,5,5,-,-,-,-
S00099415,42,33,15,18,-,2,-,2,6,6,-,-,-,1
S00099416,45,34,15,19,-,1,-,1,10,10,-,-,-,-
S00099417,38,37,21,16,-,-,-,-,1,1,-,-,-,-
S00099418,51,49,7,41,1,2,1,1,-,-,-,-,-,-
S00099419,62,61,10,51,-,-,-,-,1,1,-,-,-,-
S00099420,35,24,8,16,-,4,2,2,7,7,-,-,-,-
S00099421,77,70,12,58,-,2,-,2,5,5,-,-,-,-
S00099422,50,46,5,41,-,1,-,1,3,3,-,-,-,-
S00099423,58,51,5,46,-,3,2,1,4,3,-,1,-,-
S00099424,50,22,14,8,-,16,11,5,11,7,-,-,4,1
S00099425,75,67,12,55,-,-,-,-,8,6,-,2,-,-
S00099426,33,31,18,12,1,1,1,-,1,1,-,-,-,-
S00099427,55,44,28,16,-,2,2,-,7,7,-,-,-,2
S00099428,42,42,27,15,-,-,-,-,-,-,-,-,-,-
S00099429,35,19,8,10,1,4,4,-,12,11,-,1,-,-
S00099430,64,17,9,7,1,4,3,1,43,43,-,-,-,-
S00099431,45,21,8,12,1,-,-,-,23,21,-,2,-,1
S00099432,25,23,15,8,-,1,1,-,1,1,-,-,-,-
S00099433,47,21,14,7,-,24,24,-,2,2,-,-,-,-
S00099434,35,14,12,2,-,17,16,1,3,2,-,1,-,1
S00099435,32,27,14,13,-,2,2,-,2,1,-,1,-,1
S00099436,59,18,13,5,-,36,36,-,5,4,-,1,-,-
S00099437,30,8,1,7,-,8,2,6,14,14,-,-,-,-
S00099438,29,2,-,2,-,6,1,5,21,21,-,-,-,-
S00099439,42,15,8,7,-,12,12,-,13,12,-,-,1,2
S00099440,50,46,25,21,-,3,2,1,-,-,-,-,-,1
S00099441,44,16,5,11,-,27,5,22,1,1,-,-,-,-
S00099442,45,-,-,-,-,44,-,44,1,1,-,-,-,-
S00099443,53,1,-,1,-,51,2,49,1,-,-,-,1,-
S00099444,52,2,-,2,-,48,2,46,2,1,-,-,1,-
S00099445,40,37,17,20,-,1,1,-,2,2,-,-,-,-
S00099446,31,5,-,5,-,16,15,1,9,8,-,1,-,1
S00099447,50,11,7,4,-,37,19,18,2,2,-,-,-,-
S00099448,28,14,5,9,-,11,11,-,2,2,-,-,-,1
S00099449,69,38,17,21,-,28,15,13,3,3,-,-,-,-
S00099450,36,26,11,15,-,8,2,6,2,2,-,-,-,-
S00099451,40,19,8,11,-,3,2,1,17,14,-,3,-,1
S00099452,50,32,17,15,-,14,13,1,4,3,-,1,-,-
S00099453,31,22,10,12,-,7,7,-,2,2,-,-,-,-
S00099454,38,19,8,11,-,9,9,-,9,7,-,2,-,1
S00099455,44,32,20,12,-,2,1,1,7,6,-,1,-,3
S00099456,35,8,5,3,-,24,24,-,3,2,-,-,1,-
S00099457,37,33,24,9,-,2,2,-,1,1,-,-,-,1
S00099458,56,19,11,8,-,16,1,15,19,18,-,-,1,2
S00099459,53,13,6,7,-,17,8,9,23,23,-,-,-,-
S00099460,55,2,1,1,-,48,1,47,5,5,-,-,-,-
S00099461,76,14,7,7,-,43,33,10,19,18,-,1,-,-
S00099462,34,2,-,-,2,10,10,-,22,17,-,5,-,-
S00099463,26,8,4,4,-,15,1,14,3,3,-,-,-,-
S00099464,56,24,11,13,-,13,1,12,18,15,-,3,-,1
S00099465,84,26,11,15,-,43,40,3,15,14,-,1,-,-
S00099466,49,8,4,4,-,23,22,1,18,15,-,1,2,-
S00099467,50,37,16,21,-,2,2,-,5,4,1,-,-,6
S00099468,74,68,2,65,1,4,3,1,2,2,-,-,-,-
S00099469,33,30,3,27,-,1,1,-,1,1,-,-,-,1
S00099470,23,16,2,14,-,3,2,1,4,3,-,1,-,-
S00099471,25,20,4,16,-,1,1,-,4,4,-,-,-,-
S00099472,56,54,6,48,-,1,1,-,1,1,-,-,-,-
S00099473,66,61,9,52,-,1,1,-,4,3,-,1,-,-
S00099474,61,37,10,27,-,3,2,1,21,21,-,-,-,-
S00099475,70,24,5,18,1,22,-,22,22,21,-,1,-,2
S00099476,29,-,-,-,-,19,5,14,9,9,-,-,-,1
S00099477,51,36,25,11,-,9,8,1,5,5,-,-,-,1
S00099478,60,40,27,13,-,18,18,-,1,1,-,-,-,1
S00099479,66,15,4,11,-,4,2,2,46,45,-,1,-,1
S00099480,54,21,5,16,-,30,30,-,2,1,-,1,-,1
S00099481,21,15,7,8,-,4,4,-,2,1,-,1,-,-
S00099482,30,17,8,9,-,10,10,-,2,2,-,-,-,1
S00099483,31,26,7,19,-,5,4,1,-,-,-,-,-,-
S00099484,39,23,12,11,-,14,14,-,2,2,-,-,-,-
S00099485,30,18,4,14,-,10,10,-,1,-,-,1,-,1
S00099486,62,8,-,8,-,53,19,34,1,1,-,-,-,-
S00099487,45,11,4,7,-,31,16,15,3,3,-,-,-,-
S00099488,37,18,8,10,-,12,2,10,7,4,1,2,-,-
S00099489,57,47,8,39,-,3,3,-,7,6,-,1,-,-
S00099490,58,50,9,41,-,5,5,-,3,2,-,1,-,-
S00099491,31,7,4,3,-,22,22,-,2,2,-,-,-,-
S00099492,38,17,2,9,6,18,1,17,3,3,-,-,-,-
S00099493,52,1,-,1,-,42,1,41,8,4,-,1,3,1
S00099494,51,9,2,7,-,1,-,1,41,40,-,1,-,-
S00099495,39,20,8,12,-,-,-,-,19,16,-,3,-,-
S00099496,35,11,-,9,2,20,-,20,4,2,-,2,-,-
S00099497,87,30,7,23,-,26,2,24,31,30,-,1,-,-
S00099498,49,10,2,6,2,1,-,1,38,36,-,2,-,-
S00099499,71,32,14,18,-,12,-,12,27,27,-,-,-,-
S00099500,39,5,1,3,1,24,-,24,10,10,-,-,-,-
S00099501,29,27,14,13,-,-,-,-,1,1,-,-,-,1
S00099502,60,26,11,15,-,7,1,6,27,26,-,1,-,-
S00099503,46,44,22,22,-,1,1,-,1,1,-,-,-,-
S00099504,79,7,5,2,-,45,1,44,26,24,-,2,-,1
S00099505,43,2,-,2,-,10,-,10,31,30,-,1,-,-
S00099506,34,26,15,11,-,6,3,3,2,2,-,-,-,-
S00099507,74,8,3,4,1,42,3,39,24,23,-,1,-,-
S00099508,22,7,2,5,-,12,10,2,3,3,-,-,-,-
S00099509,30,13,7,6,-,13,12,1,4,2,1,-,1,-
S00099510,36,24,14,10,-,10,10,-,2,1,-,1,-,-
S00099511,41,11,6,5,-,24,20,4,6,4,-,2,-,-
S00099512,22,13,3,10,-,7,5,2,2,2,-,-,-,-
S00099513,58,2,2,-,-,54,33,21,2,2,-,-,-,-
S00099514,52,13,4,9,-,38,37,1,1,1,-,-,-,-
S00099515,25,21,14,7,-,-,-,-,3,3,-,-,-,1
S00099516,55,53,34,19,-,1,1,-,1,1,-,-,-,-
S00099517,42,-,-,-,-,42,38,4,-,-,-,-,-,-
S00099518,42,-,-,-,-,41,36,5,1,1,-,-,-,-
S00099519,47,8,2,6,-,36,36,-,3,3,-,-,-,-
S00099520,36,2,1,1,-,33,33,-,1,1,-,-,-,-
S00099521,48,8,-,8,-,37,37,-,3,2,-,1,-,-
S00099522,28,13,5,8,-,14,14,-,1,1,-,-,-,-
S00099523,31,29,14,14,1,-,-,-,1,1,-,-,-,1
S00099524,67,55,20,35,-,-,-,-,12,8,-,4,-,-
S00099525,40,37,12,25,-,-,-,-,3,1,-,2,-,-
S00099526,45,38,20,18,-,-,-,-,7,6,-,1,-,-
S00099527,36,32,4,28,-,-,-,-,4,3,-,1,-,-
S00099528,70,66,15,51,-,1,1,-,3,3,-,-,-,-
S00099529,51,48,6,42,-,1,1,-,2,2,-,-,-,-
S00099530,54,52,6,46,-,1,-,1,1,1,-,-,-,-
S00099531,76,68,4,64,-,1,1,-,6,5,-,1,-,1
S00099532,63,58,4,54,-,-,-,-,4,3,-,1,-,1
S00099533,53,52,7,45,-,1,-,1,-,-,-,-,-,-
S00099534,45,45,8,37,-,-,-,-,-,-,-,-,-,-
S00099535,27,26,3,23,-,-,-,-,1,1,-,-,-,-
S00099536,29,21,13,6,2,-,-,-,4,4,-,-,-,4
